title,price,address,rooms,area,floor,total_floors,dormitory,residential_complex
2-комнатная квартира · 36 м² · 10/10 этаж,29 000 000〒,"Бостандыкский р-н, мкр Хан Тенгри 54",2-комнатная квартира,36 м²,10,10,Нет,Да
1-комнатная квартира · 21 м² · 3/5 этаж,15 500 000〒,"Бостандыкский р-н, Жандосова — Розыбакиева",1-комнатная квартира,21 м²,3,5,Да,Нет
1-комнатная квартира · 46.3 м² · 8/17 этаж,39 000 000〒,"Бостандыкский р-н, мкр Алмагуль, Егизбаева 7/5",1-комнатная квартира,46.3 м²,8,17,Нет,Да
2-комнатная квартира · 60 м² · 16/18 этаж,51 500 000〒,"Бостандыкский р-н, Абая — Брусиловского",2-комнатная квартира,60 м²,16,18,Нет,Да
3-комнатная квартира · 92 м² · 8/16 этаж,58 000 000〒,"Бостандыкский р-н, Радостовца Владимира",3-комнатная квартира,92 м²,8,16,Нет,Да
3-комнатная квартира · 92 м² · 9/12 этаж,81 500 000〒,"Бостандыкский р-н, Ходжанова 57/5 — Аль фараби Ходжанова",3-комнатная квартира,92 м²,9,12,Нет,Да
3-комнатная квартира · 83 м² · 16/18 этаж,77 000 000〒,"Бостандыкский р-н, Навои 208 — Торайгырова",3-комнатная квартира,83 м²,16,18,Нет,Да
3-комнатная квартира · 88 м² · 2/3 этаж,162 000 000〒,"Бостандыкский р-н, мкр Баганашыл, Рахмадиева 6",3-комнатная квартира,88 м²,2,3,Нет,Да
2-комнатная квартира · 67 м² · 4/6 этаж,65 000 000〒,"Бостандыкский р-н, Абиша Кекилбайулы 119А",2-комнатная квартира,67 м²,4,6,Нет,Нет
4-комнатная квартира · 112 м² · 2/14 этаж,98 000 000〒,"Бостандыкский р-н, Сулейменова 24а",4-комнатная квартира,112 м²,2,14,Нет,Да
2-комнатная квартира · 52 м² · 12/13 этаж,54 000 000〒,"Бостандыкский р-н, Утепова 20 — Розабакиева-Утепова",2-комнатная квартира,52 м²,12,13,Нет,Да
2-комнатная квартира · 50 м² · 6/17 этаж,46 000 000〒,"Бостандыкский р-н, Жандосова 94А",2-комнатная квартира,50 м²,6,17,Нет,Да
3-комнатная квартира · 140 м² · 18/22 этаж,107 000 000〒,"Бостандыкский р-н, Бухар жырау 27/5",3-комнатная квартира,140 м²,18,22,Нет,Да
4-комнатная квартира · 107 м² · 17/20 этаж,129 000 000〒,"Бостандыкский р-н, Гагарина 310",4-комнатная квартира,107 м²,17,20,Нет,Да
3-комнатная квартира · 94.1 м² · 13/14 этаж,85 000 000〒,"Бостандыкский р-н, мкр Орбита-1, Навои 210 — Мега, речка",3-комнатная квартира,94.1 м²,13,14,Нет,Да
3-комнатная квартира · 67 м² · 2/3 этаж,47 000 000〒,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Мкрн. Нурлытау",3-комнатная квартира,67 м²,2,3,Нет,Да
