title,price,address,rooms,area,floor,total_floors,dormitory,residential_complex
2-комнатная квартира · 55 м² · 1/5 этаж,30 000 000〒,"Жетысуский р-н, мкр Кемел (Первомайское), Жайсан 9 — Северное кольцо",2-комнатная квартира,55 м²,1,5,Нет,Нет
2-комнатная квартира · 56 м² · 2/9 этаж,40 000 000〒,"Жетысуский р-н, Райымбека",2-комнатная квартира,56 м²,2,9,Нет,Да
3-комнатная квартира · 91 м² · 1/3 этаж,47 000 000〒,"Жетысуский р-н, мкр Дорожник",3-комнатная квартира,91 м²,1,3,Нет,Нет
3-комнатная квартира · 75 м² · 8/9 этаж,39 000 000〒,"Жетысуский р-н, Райымбека 243/1",3-комнатная квартира,75 м²,8,9,Нет,Да
1-комнатная квартира · 27 м² · 1/5 этаж,17 000 000〒,"Жетысуский р-н, мкр Дорожник, Мкр кокмайса 36/2",1-комнатная квартира,27 м²,1,5,Нет,Нет
2-комнатная квартира · 63.5 м² · 9/13 этаж,42 000 000〒,"Жетысуский р-н, Есенова 160/3 — Баянаульская",2-комнатная квартира,63.5 м²,9,13,Нет,Да
1-комнатная квартира · 41 м² · 4/5 этаж,26 500 000〒,"Жетысуский р-н, мкр Кулагер",1-комнатная квартира,41 м²,4,5,Нет,Нет
4-комнатная квартира · 87.2 м² · 2/5 этаж,31 900 000〒,"Жетысуский р-н, мкр Кемел (Первомайское), Есим Хана",4-комнатная квартира,87.2 м²,2,5,Нет,Нет
2-комнатная квартира · 68.3 м² · 7/9 этаж,39 000 000〒,"Жетысуский р-н, мкр Кулагер 34",2-комнатная квартира,68.3 м²,7,9,Нет,Нет
1-комнатная квартира · 38 м² · 5/9 этаж,20 000 000〒,"Жетысуский р-н, мкр Кемел (Первомайское), Жолымбет 42/5",1-комнатная квартира,38 м²,5,9,Нет,Да
1-комнатная квартира · 49 м² · 3/9 этаж,35 000 000〒,"Жетысуский р-н, Райымбека 243 В — ТЦ ""Максима""",1-комнатная квартира,49 м²,3,9,Нет,Да
1-комнатная квартира · 30.7 м² · 2/4 этаж,14 500 000〒,"Жетысуский р-н, мкр Кемел (Первомайское), Есим хана 2",1-комнатная квартира,30.7 м²,2,4,Нет,Нет
1-комнатная квартира · 39 м² · 3/5 этаж,21 000 000〒,"Жетысуский р-н, мкр Кокжиек, Геологов",1-комнатная квартира,39 м²,3,5,Нет,Нет
1-комнатная квартира · 42 м² · 2/5 этаж,32 000 000〒,"Жетысуский р-н, мкр Айнабулак-4 178",1-комнатная квартира,42 м²,2,5,Нет,Нет
2-комнатная квартира · 40 м² · 2/2 этаж,19 500 000〒,"Жетысуский р-н, Есим хана 20",2-комнатная квартира,40 м²,2,2,Нет,Нет
